N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,label
188.89370813181208,51.66425903617406,75.15355368904366,6.060645085045582,0.18998663400767507,0.13238139720311431,25.834874730743078,108.1578894949952,87.43195511487687,47.921812503414436,41.14956106447005,grapes
198.73044654483448,65.96710933604163,296.9201919445021,7.3957258331706495,1.4004089151993997,0.020952092224152057,25.68116449240929,71.42707847697947,72.22407575634183,22.610239107468065,2.8206145038620467,ragi
83.39181144427519,85.74423151339111,127.76468595385604,6.306165395328895,1.1347805260381851,0.26562117850832284,19.596481451884156,174.19877303941584,60.245043688527,33.302564076301095,63.34720949647131,mango
146.78944394839627,19.769084321535033,114.47261025987143,7.449833903681232,0.8287981293384358,0.29957804566181173,18.981961081180806,123.26566077604389,1568.4665260043837,25.89161600827255,31.766200379319628,mulberry
83.81496737542672,105.00790134540941,157.99308700165705,6.790314357600134,0.9733115381227102,0.2239251855083797,9.713428355989102,169.37379461737018,61.400578238220234,22.73461100177691,71.49764532563107,mango
179.37438061603785,47.660165232549296,64.06865240870499,5.951756867197308,0.18167741497982068,0.06791390165327972,16.520809591095585,80.39740403322365,94.4371483244497,40.02133503370651,47.10201482243517,grapes
117.93598606669,13.13241563739719,76.19715430119506,6.688468491101002,0.6218073334979828,0.25052465878795915,16.364271112614343,162.78280801892893,533.6389548563485,27.344197326605006,15.487279542923613,mulberry
104.48429219507304,76.52456991944584,352.85076306106254,6.322605046112566,0.7821159997992765,0.020585911865681462,15.94915575975886,123.96837799924883,52.944695477686,24.058171799687354,4.985874596798607,ragi
160.42080424386393,93.13104511652826,289.6012264995787,6.469807084072269,1.356154234432868,0.024063264151886803,15.965063245442598,231.2911051666295,71.96280979534737,17.034556581306916,6.676548592265605,ragi
75.64463542376193,89.0310611219192,151.27569040690656,4.736328862788965,0.7675330023693026,0.28448749866785555,18.39377247135931,73.40637721678297,58.6201785546232,24.48180596079157,59.8804250601074,mango
152.40523375814712,45.134336358620274,80.5711395493853,5.800864504515512,0.12420050829628058,0.15209899262754886,11.194021764291065,109.45141152972157,61.8301111985376,46.73812461587523,43.79861362071331,grapes
97.82047182677091,35.53368531988937,95.27809112412477,5.0983442413338835,1.73486798566963,0.10572219826370258,25.15801496630005,40.467441592677496,202.23773157668572,43.136737582687616,17.5026208178232,potato
100.46320036790495,40.42031636302758,77.96818594474449,5.258560207135474,0.11632634460352972,0.16611947760558177,11.155275406521126,130.83798282208602,52.665261593152366,35.92342534278781,34.623356225537314,grapes
153.66431621136928,88.86323802196631,157.91696780421796,5.003724148008523,1.9179596058912614,0.09122526945734805,18.240361853615422,36.891176371225946,76.38936997850941,47.89654521564892,18.184380905047078,potato
52.436069887007044,41.4529983033683,88.0303951914636,6.00887333645264,2.0153889929129836,0.06977526471461931,17.906083344756198,37.84578791016282,73.39071824822695,33.103341345549666,13.128354834459397,potato
149.6797569962123,43.21561020628876,61.80264380411337,5.905622518808776,0.19585917674165002,0.13533625646677036,12.004216667538516,125.47619860043571,91.31083043099623,46.42300869349554,51.68857567261038,grapes
117.52384537267794,93.45586431347095,137.9550111002391,5.572016608743677,0.758972350211263,0.22305836553192093,10.303573601932959,100.38441638151222,94.10837344925079,34.09327580882618,71.96584039916071,mango
91.29249755489367,97.16960001309216,122.25544797623428,5.561785558278362,0.8146973455528952,0.4024012793442741,15.517123012094181,175.92300423822962,68.99647447516836,20.26998289518632,60.350241660600894,mango
149.51402229196728,66.71030977883868,198.10582852065116,5.122875782505132,0.8308126328595072,0.2422076910006219,9.684899259592568,90.89814879946302,28.80888557729867,67.17160492775297,48.41018864513976,pomegranate
153.75657638308823,61.21258267063665,78.33184400101071,5.7785467938214445,0.18329505069801227,0.15345384100304393,10.577704202216239,103.68792150341011,101.6244611370251,36.82650099730787,29.351191075852494,grapes
162.2231997235776,17.650358491656867,77.6242480425864,6.276438899584936,0.39625276027974915,0.36371556094292845,22.846432344869775,117.78817369467458,660.5900873633409,16.815352048816095,20.693020519242157,mulberry
167.13455873706445,16.161831774740097,211.16902839380725,4.458867944592445,1.6520275182807023,0.10691936892834854,24.4376862026854,40.60342244690953,118.99876415463822,33.55786711076954,27.333008987021184,potato
131.20928302097388,70.90000375458828,240.7682264256304,5.712374639287556,0.6257183853205233,0.24155653079168715,9.853484792417225,125.08107233500846,61.07829740331411,52.68079114635047,17.192481760207084,pomegranate
162.0811813629096,14.713101642410322,59.78767558105669,6.2395598839936985,0.6908515438909196,0.22459161232420835,20.59983316632074,284.01810838565774,1459.8857204401613,29.429132300020136,21.966190163028344,mulberry
170.37997751162163,64.63546322541406,295.29844727438086,6.856722864622933,0.9465140384712123,0.0181370145778309,19.82502290781948,163.6521576762033,50.81953542709537,17.446752211875815,8.449698298110231,ragi
126.54982592587352,24.84527865370944,55.88480828479828,5.649416330895348,0.5235660609091368,0.24736359285153864,20.207403061683276,202.34694941798674,457.5400287410751,25.11323959396157,23.101474597727883,mulberry
130.01829880818258,64.06635640815296,287.9210288012073,5.476163162797133,0.6518665574716125,0.01753716334140399,17.96661993953655,83.64647839412127,60.374663970276984,32.488235061721916,1.9035977824138806,ragi
172.79526331195788,77.20619879174913,66.15466477307513,5.604517946692653,1.9803307258978942,0.0960552697519754,24.03361795436905,37.5532067160712,236.87450835483625,57.04324875275151,11.214457683720752,potato
169.40204559071748,16.540807114827118,75.31008336747311,6.9982337219063995,0.3256899636861912,0.21051030847708543,32.00789373178626,198.27352935402857,658.4432896472439,30.066009357642056,29.04953330651332,mulberry
98.67251374379407,87.52135916048029,209.99582366722774,5.461901584280765,1.327239995690992,0.20676668926139258,8.52105589233344,173.82477827456802,95.05714407879914,31.760267661670078,54.72627139902993,mango
182.4173593922028,33.530498745035636,155.79268124294583,6.213938730834091,0.10607608773120993,0.2877760232617372,7.9114424104415075,57.82137014058433,25.78728102511939,50.67822488306776,13.522996778758287,pomegranate
171.14101986429262,59.75468085973355,200.29162820345886,7.446334520192176,0.20434489959919558,0.30001234037841773,6.327532161433124,81.15008583280509,60.64894457676088,23.64037058907924,31.13703332032664,pomegranate
118.07554882312455,51.956236031172715,83.8967998215733,6.303199051102435,0.13949607054572283,0.09457670796801276,13.560528052836737,81.37150154481596,95.04739130951667,33.081539979249015,40.68370865014292,grapes
95.8859930761576,85.0081826899884,153.05828868905758,4.823303240223238,0.5748246010638697,0.1867340242574041,14.797880691293969,164.87627115153225,67.95324614703512,45.85009450742178,69.20436078978196,mango
151.59599895341157,19.8869450529891,69.10653736033521,6.486314469469335,0.7987843725034264,0.3155702938326665,25.505140846477843,161.80945337351054,1101.5999419603625,32.8145413321929,19.894558094215665,mulberry
152.94111365632375,36.7797097603624,182.088223201207,7.401685128127992,0.5572446652950588,0.19713903245504283,10.684001432500176,79.94236204650568,43.98128321448369,40.72524877036326,38.93978061801723,pomegranate
187.09069845531744,82.75592158167765,236.97113386013444,7.13259704708064,1.5644049973817227,0.01409050127570935,13.82408050845552,138.85198965275333,57.12190576013205,23.606882429391355,3.9179457553919,ragi
181.59888347285687,55.7386855803278,170.6715787348062,6.3525948805104,0.2173469423716835,0.278234276227845,11.289839544800223,119.42895065458707,36.69323354569123,30.175849909254424,56.006778061362105,pomegranate
106.19181578476447,68.23529214467092,178.64541310386247,6.751916587050428,1.2675111318718644,0.16127098335134765,22.37370922266797,202.528555503528,52.964249147202466,45.613569706037396,77.14779448170725,mango
137.05033794912472,12.748073981896038,192.4236616641723,6.514096277273968,0.8456456465284778,0.2773295107538948,12.782196230192689,107.70423743313363,25.17343520706601,63.320474409714876,43.65298989799275,pomegranate
131.39257602724408,41.912999748206154,210.93904654746746,5.606799864847079,0.2490160424796972,0.21726585785891792,14.88908996902257,80.02961224861288,34.59914966721083,26.30076815535436,44.356752948003674,pomegranate
134.54337151345894,13.765699484699727,191.94210167939033,6.536580278069609,0.9409400026872192,0.3034693046320946,19.810661883640925,119.81576171921857,33.22856571141547,58.6964990326156,45.84384800504009,pomegranate
168.02286823900377,66.84984410769735,64.93426925657758,5.9587550862368825,0.16813305161935127,0.10617836821306377,10.11965621469472,94.02970573930648,125.74176569434016,38.388259001748324,29.59250010988232,grapes
116.31138444030461,12.124091151832776,71.38237236412672,6.854640367040862,0.1842317770278396,0.22827495572172732,24.429533532069367,268.5473060474883,1353.2451525926579,20.932171296011177,14.149551769887173,mulberry
137.88032136384126,14.189539022110626,55.62232260105215,6.040692709396153,0.6070764234874408,0.3287511574604639,26.184467267124003,284.1155426143632,903.0996118787505,27.33951139201569,26.994246498878983,mulberry
104.19241375151591,36.84563997825091,158.08440509706637,6.092803467271882,1.8682281638803344,0.09085886966995475,12.079558727337952,44.08551459142051,285.28003476702844,27.615118317204647,14.93144817407,potato
179.21668670384173,17.811103285069436,88.6088718582817,7.072482970003549,0.1389171275933374,0.23149219726779044,27.728070081171953,269.03830442056574,776.099491466729,21.598719572081407,17.69128314405412,mulberry
134.75614190452453,19.31322605151185,76.19561821611016,6.1452193772267325,0.3096896911251088,0.21390162988668235,30.770322041247322,259.643532663675,1054.1285021944377,22.65119179925403,17.325158519614856,mulberry
134.7335160157925,65.71690507133238,280.63960177784793,7.1539149647498705,0.9618661496415484,0.012711551684570298,16.954045017001214,153.05680834673308,57.90308240335229,23.83446154387792,7.274216355204251,mulberry
152.79211123435545,24.090120167235256,86.35828558435374,6.120072635768233,0.585988294766314,0.2777023405267574,25.571283601567615,112.51082560481171,1478.3225496063335,22.062118546947623,10.244658811410563,mulberry
153.07567216002232,91.61420274122064,149.81486393540266,6.357373828961887,0.11290242604593624,0.20128432716529243,9.294630494029871,90.39493351554266,40.83193693677825,50.711566264063045,43.50269488373404,pomegranate
180.01927136538663,71.81389657421654,233.6096433920286,7.430808708179552,0.41834260441372484,0.2382113654427094,7.733784729875922,73.84866178608775,35.284904206387225,77.22781233592843,16.95986394934095,pomegranate
143.51252908057825,16.13272812700012,107.53439117082296,7.514815814121704,0.685818628353033,0.20613098169017993,27.519811733061722,143.53421366686823,1195.7838314608264,22.653314107160845,23.09852650304372,mulberry
152.52435523736625,57.082437834955456,72.20577714610909,6.134493194726058,0.20561995667271607,0.13537496181784212,13.573224858373157,97.59562889855624,126.60983388833098,40.170451864040885,28.14607893628925,grapes
27.6834082612581,50.055383861874006,108.89322980240735,5.275130605765672,1.4567459710704593,0.10937114027584588,14.326554114290236,36.924639346653414,165.79563405173266,40.05507264161403,18.4795723043112,potato
174.00436146653945,54.99307605558324,205.80834753566398,6.377653380457585,0.5867434579419644,0.2507921702204866,6.368482892495639,82.63632935540713,32.41986919602116,39.3347007206183,30.95695315853111,pomegranate
111.0034254248479,70.24829019139277,136.40970189135646,5.469888475238427,1.0568560389820372,0.1370228225927397,16.966423674951223,157.88033929083312,47.88678697818099,22.0295456663521,54.85751727837335,mango
68.28018375395426,97.75817088082681,118.25568066932017,6.039113365121548,1.0523330461309144,0.26579707607128344,16.5653848388973,178.2777488461222,46.63267107625487,30.61282933222883,70.05257220326938,mango
87.93866180978704,78.34505977918411,91.89549866474825,4.696050268522948,1.3874754501701478,0.09604924239326688,16.275762874536095,39.37363939941257,165.45790051302117,55.83097878873384,13.11353148304738,potato
120.09718945205998,76.87408914358306,209.24991810570214,6.251823795232202,1.1156125727683168,0.019364910939462052,13.992552083809555,61.15791275954247,60.53717542242323,22.980986707430013,4.638993480813595,ragi
55.75394430300595,54.310272882521346,131.3370611523604,5.067170374074155,2.5023234223455426,0.09821525904052776,27.43737395686584,41.88212867707182,141.78600474750314,41.60577965768506,20.502149225358547,potato
114.12854764231973,17.652408436378344,52.84447296296362,6.34040291418924,0.9039778012219423,0.30004933544283446,31.517726588466346,155.95885131453608,600.3032704937192,26.868146872143235,16.55053409893513,mulberry
172.4773169720796,19.02578167725661,123.29097927566647,5.364916513810121,0.5596363817825785,0.3121726562875757,34.16988345479619,148.5015690827258,963.3756780065024,26.3680099187733,13.576927691572823,mulberry
188.82959845839056,68.15653442499429,320.8774776631294,7.082704526278048,0.90667922282063,0.013618909179399851,25.317816009465197,209.09444620876113,63.24670468717191,30.47271531104066,3.9925136397317447,ragi
137.8931527131906,27.941504933866604,81.38877161124523,6.500214350008352,0.11140482376190447,0.2306377867467719,27.606959018888116,232.45059266650193,275.1630979969741,24.198468869147007,13.514850409817354,mulberry
